"name","description","make","model","type","year","price","engine","cylinders","fuel","mileage","transmission","trim","body","doors","exterior_color","interior_color","drivetrain"
"2023 Jeep Wagoneer L Series III","
      
        Premium Group I,Preferred Equipment Group,Hd Trailer Tow Package,Flexible Seating Group,River Rock,Panoramic Roof,Leather Seats,Navigation System,3rd Row Seat,Lane Keeping Assist,Keyless Start,Heads-Up Display,Cooled Front Seat(S),Engine: 3.0L I6 Hurricane So Twin Turbo Ess,Quick Order Package 25N,Sea Salt/Black; Leather Trimmed Bucket Seats,Transmission: 8-Speed Automatic (8Hp75)
      
    ","Jeep","Wagoneer L","New","2023","86097","24V GDI DOHC Twin Turbo","6","Gasoline","9711","8-Speed Automatic","Series III","SUV","4","Riverrock Green","Sea Salt","Four-wheel Drive"
"2024 Mercedes-Benz EQS 450 Base 4MATIC","
      
        Fletcher Jones Motorcars does not reserve or hold advertised vehicles, all are subject to prior sale on a first come first serve basis. Customer must take delivery of the vehicle and execute all California required documentation at Fletcher Jones Motorcars. We reserve the right to revise price, equipment, mileage, and certification status as a result of changing market conditions, manufacturer/distributor notices including recall notices, or error. All vehicle pricing expires upon close of business the same day. The stock images shown are for illustration purposes only and are not an exact representation of the actual vehicle. Burmester is a registered trademark of Burmester Audiosysteme GmbH, Berlin, Germany. Bluetooth is a registered mark of Bluetooth SIG, Inc. Fletcher Jones Motorcars, the nation's #1 Mercedes-Benz center in new vehicle sales, presents this 2024 Mercedes-Benz EQS. There are many benefits to becoming a Fletcher Jones Owner. Complimentary services include Mercedes-Benz courtesy vehicles for extended repairs, John Wayne Airport pick up and drop off (your vehicle washed and ready upon your return), multi point vehicle inspections and much more. Call us at (949) 718-3000 to experience a new level of service.Fletcher Jones Motorcars, is a proud member of the family owned and operated Fletcher Jones Automotive Group. We’ve had the pleasure of serving guests for over 70 years. The flagship Mercedes-Benz center, Fletcher Jones Motorcars, is located at 3300 Jamboree Road in beautiful Newport Beach, California. With an unmatched selection, we offer one of the largest new and pre-owned inventories in the country. We likely have the vehicle you’ve been searching for, or contact us to help find an exact configuration. Live out of state, but we have the vehicle of your dreams? We offer door-to-door delivery, or can discuss your Newport Beach
      
    ","Mercedes-Benz","EQS 450","New","2024",,"c",,"Electric","4","Automatic","Base 4MATIC","Sedan","4","Polar White","Macchiato Beige","All-wheel Drive"
"2024 Mercedes-Benz EQS 450 Base 4MATIC","
      
        Nav System, Moonroof, Heated Leather Seats, Aluminum Wheels, Full-Time All-Wheel, Panoramic Roof, Power Liftgate. Warranty 4 yrs/50k Miles - Basic Warranty; KEY FEATURES INCLUDELeather Seats, Navigation, Panoramic Roof, Full-Time All-Wheel, Power Liftgate WHY BUY FROM USSince its founding in 1984, Mercedes-Benz of Anaheim has continued to expand in size, knowledge, and experience. Today, we continue to strive for excellence and adapt to our clients and their ever-changing needs. Bluetooth® is a registered mark of Bluetooth® SIG, Inc. and Burmester® is a registered trademark of Burmester® Audiosysteme GmbH, Berlin, Germany. Please confirm the accuracy of the included equipment by calling us prior to purchase. 
      
    ","Mercedes-Benz","EQS 450","New","2024","114850","c",,"Electric","8","1-Speed Automatic","Base 4MATIC","SUV","4",,"Black","All-wheel Drive"
"2024 Nissan Frontier SV","Glacier White 2024 Nissan Frontier SV RWD 9-Speed Automatic 3.8L DI DOHC 24V V6Nobody Beats A Cannon Deal!  Ask for our internet manager Monroe Milton when you come by or call.","Nissan","Frontier","New","2024","37946","24V GDI DOHC","6","Gasoline","9","9-Speed Automatic","SV","Pickup Truck","4","Glacier White","Charcoal","Rear-wheel Drive"
"2024 Chevrolet Equinox 1LT","
      
        This vehicle won't be on the lot long! This is a superb vehicle at an affordable price! Turbocharger technology provides forced air induction, enhancing performance while preserving fuel economy. Chevrolet infused the interior with top shelf amenities, such as: heated seats, air conditioning, and power windows. Under the hood you'll find a 4 cylinder engine with more than 170 horsepower, providing a smooth and predictable driving experience. Well tuned suspension and stability control deliver a spirited, yet composed, ride and drive We pride ourselves in consistently exceeding our customer's expectations. Stop by our dealership or give us a call for more information.
      
    Doing business with Maguire means you'll always get the best possible value. Pre-owned Peace of Mind Feel good about your pre-owned purchase with our 30-day exchange policy.  Lowest Up-Front Price We'll beat any advertised price in upstate New York.   Worry-Free Assurance If a life event negatively affects your fiances within the first year... Return your vehicle worry-free!","Chevrolet","Equinox","New","2024","31301","16V GDI DOHC Turbo","4","Gasoline","2","6-Speed Automatic","1LT","SUV","4","Mosaic Black Metallic","Jet Black","All-wheel Drive"
"2023 RAM 3500 Tradesman","
      
        Dealer added Knapheide 8ft PGTD Goosneck Body 40/20/40 Split Bench Seat, Air Conditioning, AM/FM radio, Black Exterior Mirrors, Compass, Dual front impact airbags, Electronic Stability Control, Front 1-Touch Down Power Windows, Front Center Armrest w/Storage, Fully automatic headlights, Integrated Voice Command w/Bluetooth, Low tire pressure warning, Outside temperature display, Overhead Console, ParkView Rear Back-Up Camera, Power Adjust Mirrors, Quick Order Package 2GA Tradesman, Speed control, Tilt steering wheel, Traction control, Trailer Brake Control, Trailer Light Check, Variably intermittent wipers. Bright White Clearcoat 2023 Ram 3500 Tradesman 4WD 6.4L V8 2D Standard Cab
      
    Check our online reviews and buy with confidence. Tubbs Brothers has been serving the Thumb area since 1954. Ask about our FREE DELIVERY program! Applicable tax, title, license, registration, and dealer document fees (eligible A-Z plans: $150 / non-eligible A-Z plans: $260) are additional to the advertised price.","RAM","3500","New","2023","63010","16V MPFI OHV","8","Gasoline","95","8-Speed Automatic","Tradesman","Pickup Truck","2","Bright White Clearcoat","Black","Four-wheel Drive"
"2024 Nissan Titan SV","Gun Metallic 2024 Nissan Titan SV 4WD 9-Speed Automatic 5.6L V8 DOHC 32V LEV3-ULEV70 400hpStress-Free Car-Shopping Here at Lee Nissan of Topsham, it is our mission to be the automotive home of drivers in the Topsham, ME area. We provide a vast selection of new and used vehicles, exceptional car care and customer service with a smile!  Visit us in Topsham and see why more Mainers than ever are saying 'Lee Is For Me!'","Nissan","Titan","New","2024","50030","Unleaded V-8 5.6 L/339","8","Gasoline","1","Automatic","SV","Pickup Truck","4","Gun Metallic","Black","Four-wheel Drive"
"2024 GMC Savana 2500 Work Van","NA.Nobody beats a Greg Lair deal!  All new vehicle prices include all available rebates and discounts. In most cases, rebates may not be combined with special factory APR interest rates.  Some photos may be for illustration purposes only and may not reflect the actual stock unit.","GMC","Savana 2500","New","2024","42990","12V GDI OHV","6","Gasoline","0","8-Speed Automatic","Work Van","Cargo Van","3","Summit White","Medium Pewter","Rear-wheel Drive"
"2024 Chevrolet Equinox RS","Never Met a Deal We Couldn't Beat!!! Serving Swainsboro since 1926!All incentives have been applied to selling price. Not all customers will qualify for all rebates.","Chevrolet","Equinox","New","2024","32635","16V GDI DOHC Turbo","4","Gasoline","0","6-Speed Automatic","RS","SUV","4","Mosaic Black Metallic","Jet Black","Front-wheel Drive"
"2023 Nissan Titan SV","
      
        Hurry and take advantage now! This vehicle won't be on the lot long! Packed with features and truly a pleasure to drive! Top features include rain sensing wipers, an automatic dimming rear-view mirror, air conditioning, and remote keyless entry. Under the hood you'll find an 8 cylinder engine with more than 400 horsepower, providing a smooth and predictable driving experience. Well tuned suspension and stability control deliver a spirited, yet composed, ride and drive Our team is professional, and we offer a no-pressure environment. We'd be happy to answer any questions that you may have. We are here to help you.
      
    http://www.marcmotors.com  NEW CAR SPECIAL  Marc Motors is Maine's family dealer that has been in business for 20 years. Our low over-head means low prices for you.  We don't spend money on fancy floors and chandeliers, we pass the savings directly to you. MAKE SURE TO VISIT OUR WEBSITE FOR ADDITIONAL OFFERS AND DISCOUNTS. For more information please call Aimee Harris at 866-413-1437.","Nissan","Titan","New","2023","46672","ce 5.6L V-8 gasoline direct injection, DOHC, variable val","8","Gasoline","1","Automatic","SV","Pickup Truck","4","Super Black","Black","Four-wheel Drive"
"2024 Honda HR-V LX","
      
        Crystal Black Pearl 2024 Honda HR-V LX AWD CVT 2.0L I4 DOHC 16V i-VTEC 25/30 City/Highway MPGWe offer prime and subprime financing. Also, make sure to ask about the exclusive Rome Honda Advantage Customer Care, included on all New ane preowned Vehicle Purchases - 1 Year or 15,000 miles of Paintless Dent Removal - Tire and Wheel Protection and Windshield Repair, See dealer for complete details. Shottenkirk Honda Rome is proud to serve Rome, Cartersville, Floyd, Bartow, Adairsville, Cave Springs, Cedartown, Rockmart, Calhoun, Resaca, Trion, Summerville, Cedar, Bluff, Centre, Cobb, and Kennesaw. We are here to help with all your sales, parts, and service needs. Advertised Price is plus tax, tag, and documentation fee. See dealer for details.Tax, Title and Tags not included in vehicle prices shown and must be paid by the purchaser. While great effort is made to ensure the accuracy of the information on this site, errors do occur so please verify information with a customer service rep. This is easily done by contacting us or by visiting the dealership. Due to current market volatility, we are pricing our vehicles immediately following acquisition. All vehicles will be reconditioned and made ready for sale. Price will be the advertised price plus, TT&L, Registration, and $899.00 dealer documentation fee, any other fees or charges that are allowed or prescribed by law. Any quoted financing terms are subject to final lender approval and are only estimates.Under 97,000 miles will receive a month/6,000 miles powertrain warranty. Vehicles over 97,001-119,999 will receive a 3-month/3000 miles powertrain warranty. No coverage on vehicles over 120,000 miles. Some restrictions apply; please call us for a copy of the contract for specific information. Certain restrictions may apply. See dealer for details.
      
    ","Honda","HR-V","New","2024","27450","gasoline direct injection, DOHC, i-VTEC variable valve co","4","Gasoline","10","Automatic","LX","SUV","4","Deep Ocean Pearl","Nh-731p/Black","All-wheel Drive"
"2024 Kia Niro Touring","Black 2024 Kia Niro EX Touring FWD 6-Speed Automatic 1.6L I4 DGI Hybrid DOHC 16V LEV3-SULEV30 1.6L I4 DGI Hybrid DOHC 16V LEV3-SULEV30. Recent Arrival! 53/45 City/Highway MPG","Kia","Niro","New","2024","34310","4 gasoline direct injection, DOHC, variable valve control","4","Gasoline","13","6-SPEED AUTOMATIC","Touring","SUV","4","Aurora Black","Medium Gray","Front-wheel Drive"
"2024 Buick Encore GX Avenir","For information regarding this vehicle contact of our Product specialists today at 218-741-6000 or swing by for a test drive!","Buick","Encore GX","New","2024","36190","12V GDI DOHC Turbo","3","Gasoline","7","9-Speed Automatic","Avenir","SUV","4","Ocean Blue Metallic","Ebony","All-wheel Drive"
"2024 Kia EV9 Light Long Range","VISION KIA CANANDAIGUA.Aurora Black Pearl 2024 Kia EV9 Light Long Range RWD 1-Speed Automatic Electric Motor Price includes: $7500 - Kia Customer Cash. Exp. 07/08/2024","Kia","EV9","New","2024","52388","c Motor",,"Electric","1","1-Speed Automatic","Light Long Range","SUV","4","Aurora Black Pearl","Gray","Rear-wheel Drive"
"2024 Mazda CX-90 PHEV Premium Plus","
      
        At Walser, youll get an exceptional car-buying experience. Our streamlined process means youll work with one dedicated customer specialist to help you find the perfect vehicle. Upfront Pricing on every vehicle ensures youll get a great deal without any surprises or gimmicks. Buy with confidence because youre backed by our Worry-Free Return & Exchange Policy.The benefits dont stop there. We want you to be happy long after youve left our lot, so we include a complimentary WalserCare warranty with most new vehicles.Not only will you get a fast, easy, personalized experience, we also have ways to help you save. Our experienced finance team shops and compares rates from multiple lenders to get you the best deal. Whether youre leasing or financing, our special finance tools can find a great rate and payment to fit your budget.The best car-buying experience starts right here at Walser.
      
    ","Mazda","CX-90 PHEV","New","2024","57849","DOHC 16V LEV3-SULEV30","4","PHEV Hybrid Fuel","4","Automatic","Premium Plus","SUV","4","Jet Black Mica","Black","All-wheel Drive"
"2024 Ford Edge SEL","","Ford","Edge","New","2024","44615","t 2L I-4 gasoline direct injection, DOHC, variable valve","4","Gasoline","9","8-Speed Automatic","SEL","SUV","4","Agate Black Metallic","Ebony","All-wheel Drive"
"2024 Kia Sportage SX","","Kia","Sportage","New","2024","34985","16V PDI DOHC","4","Gasoline","10","8-Speed Automatic","SX","SUV","4","Wolf Gray","Black","Front-wheel Drive"
"2024 Jeep Compass Latitude","Hydro Blue Pearlcoat 2024 Jeep Compass Latitude 4WD 8-Speed Automatic 2.0L I4 DOHC 4WD.24/32 City/Highway MPG Must qualify for all rebates. Price includes: $1500 - 2024 JR Southeast BC Retail Bonus Cash SECRA1 $500 - 2024 DJR National Retail Consumer Cash 24CR1LIFETIME POWERTRAIN WARRANTY
","Jeep","Compass","New","2024","28867","gasoline direct injection, DOHC, variable valve control,","4","Gasoline","10","Automatic","Latitude","SUV","4","Hydro Blue Pearlcoat","Black","Four-wheel Drive"
"2024 RAM ProMaster 2500 High Roof","
      
        The Buy For Price reflects all applicable manufacturer rebates and/or incentives (not all will qualify) and is based on retail purchase with additional dealer discounts including a $1,000 Imperial Trade Assistance Bonus for qualifying 2012 or newer retailable trades, low APR options available in lieu of rebates and dealer discounts. Our RED TAG buy for specials are available exclusively through our phone and internet department, must mention promo code: INTERNET1. Price subject to change if manufacturer rebates change. Lease, business and fleet acquisitions may result in a different pricing and rebate structure. Price does not include tax, title, registration, and documentation fee or other applicable fees. Due to the current unprecedented market conditions, availability of some vehicles is severely restricted. Acquisition and/or replenishment of these vehicles may come at a premium price. Accordingly, some vehicles may be sold at a price higher than MSRP. Vehicle must be paid in full and take same day delivery from dealer stock. No wholesalers or dealers. Call or email our phone and internet team for the most current rebate information and Imperial discounts. Our Red Tag price online is for our market area only. Price cannot be combined with any other discounts or promotions. Not responsible for typographical or pricing errors. May include vehicle demonstrators. Stock photos may be used and picture may not reflect actual vehicle. Transparency is our goal. Call 1-800-526-2886 to find out what incentives you will qualify for and to receive your personalized buy for price.
      
    Price does not include tax, title, reg., doc. or other applicable fees. Price subject to change if rebates change. Vehicle must be paid in full with same day delivery to get ad price.","RAM","ProMaster 2500","New","2024","53890","24V MPFI DOHC","6","Gasoline","3","9-Speed Automatic","High Roof","Cargo Van","3","Bright White Clearcoat","Black","Front-wheel Drive"
"2024 Hyundai IONIQ 6 SEL","Exclusive Red McCombs Hyundai Northwest Concierge service - Enjoy VIP perks such as complimentary state inspections for life, roadside assistance, window tint, valet test-drives, shuttle service and nitrogen refills. You'll also benefit from our 3-day vehicle return policy to give you greater peace of mind when you finance a new or used Hyundai.","Hyundai","IONIQ 6","New","2024","48510","c",,"Electric","12","Automatic","SEL","Sedan","4","White","Gray","All-wheel Drive"
"2024 Kia Sportage EX","","Kia","Sportage","New","2024","31190","16V PDI DOHC","4","Gasoline","10","8-Speed Automatic","EX","SUV","4","Glacial White Pearl","Black","Front-wheel Drive"
"2023 Genesis Electrified G80 Base","
      
        WE DELIVER TO YOUR HOME OR OFFICE !!!... 2023 Genesis Electrified G80 Base AWD Uyuni White Electric Motor 1-Speed Automatic 105/89 City/Highway MPG Vehicle pricing includes all offers and incentives. Sales tax, registration fees, dealer installed options, reconditioning costs, and $1199 dealer fee not included in all vehicle prices shown and must be paid by the purchaser. While great effort is made to ensure the accuracy of the information on this site, errors do occur so please verify information with a customer service rep.Vehicle pricing includes all offers and incentives. Sales tax, registration fees, dealer installed options, reconditioning costs, and $999 dealer fee not included in all vehicle prices shown and must be paid by the purchaser. While great effort is made to ensure the accuracy of the information on this site, errors do occur so please verify information with a customer service rep.
      
    ","Genesis","Electrified G80","New","2023","81525","c",,"Electric","153","1-Speed Automatic","Base","Sedan","4","Uyuni White","Black","All-wheel Drive"
"2024 Hyundai IONIQ 5 Limited","
      
        Option Group 01, 4-Wheel Disc Brakes, 4.71 Axle Ratio, 8 Speakers, ABS brakes, Air Conditioning, All Season Fitted Liners, Alloy wheels, AM/FM radio: SiriusXM, Apple CarPlay & Android Auto, Auto High-beam Headlights, Auto-dimming Rear-View mirror, Automatic temperature control, Bodyside moldings, Brake assist, Bumpers: body-color, Cargo Net, Cargo Tray, Carpeted Floor Mats, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Emergency communication system: Bluelink+, First Aid Kit, Four wheel independent suspension, Front anti-roll bar, Front Bucket Seats, Front Center Armrest w/Storage, Front dual zone A/C, Front reading lights, Fully automatic headlights, Garage door transmitter: HomeLink, H-Tex Artifical Leather Seating Surfaces, Heads-Up Display, Heated & Ventilated Front Bucket Seats, Heated door mirrors, Heated front seats, Heated steering wheel, Illuminated entry, Leather steering wheel, Low tire pressure warning, Memory seat, Navigation System, Occupant sensing airbag, Outside temperature display, Overhead airbag, Overhead console, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power driver seat, Power Liftgate, Power passenger seat, Power steering, Power windows, Radio: AM/FM/SiriusXM/HD Display Audio System, Rain sensing wipers, Rear anti-roll bar, Rear reading lights, Rear seat center armrest, Rear side impact airbag, Rear window defroster, Remote keyless entry, Security system, Speed control, Speed-sensing steering, Split folding rear seat, Spoiler, Steering wheel mounted audio controls, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, Turn signal indicator mirrors, Variably intermittent wipers, Ventilated front seats, Wheel Locks, and Wheels: 20 x 8.5J Aero Alloy. Your additional costs are sales tax, tag and title fees for the state in which the vehicle will be registered, any dealer-installed options (if applicable) and a dealer processing fee ($500 Maryland; not required by law); ($464 Pennsylvania); ($899 Virginia & North Carolina). Due to current market conditions, market price may be higher than MSRP. Prices are subject to change, and prior sales are excluded from these offers. While every reasonable effort is made to ensure the accuracy of this information, we are not responsible for any errors or omissions contained on these pages. Please verify any information in question with the dealer. Every Internet Price includes current applicable manufacturer incentives, but certain conditions apply to some of these offers.
      
    ","Hyundai","IONIQ 5","New","2024","52515","c",,"Electric","5","1-Speed Automatic","Limited","SUV","4","Gold","Black","All-wheel Drive"
"2024 Hyundai Tucson Hybrid SEL Convenience","$1,835 off MSRP! SEL Convenience I4. 37/36 City/Highway MPG Price includes: $1000 - Retail Bonus Cash. Exp. 06/03/2024","Hyundai","Tucson Hybrid","New","2024","35364","16V GDI DOHC Turbo Hybrid","4","Hybrid","33","6-Speed Automatic","SEL Convenience","SUV","4","Phantom Black","Black","All-wheel Drive"
"2024 Hyundai Tucson Hybrid N Line","$2,835 off MSRP! N Line Priced below KBB Fair Purchase Price! I4. 37/36 City/Highway MPG Price includes: $2000 - Retail Bonus Cash. Exp. 06/03/2024","Hyundai","Tucson Hybrid","New","2024","35885","16V GDI DOHC Turbo Hybrid","4","Hybrid","15","6-Speed Automatic","N Line","SUV","4","Black Pearl","Black","All-wheel Drive"
"2024 Mercedes-Benz GLE 450 4MATIC","2024 Mercedes-Benz GLE GLE 450 19/26 City/Highway MPGPlease contact Internet Sales Consultant for more information.","Mercedes-Benz","GLE 450","New","2024","85630","24V GDI DOHC Turbo","6","Gasoline","7","9-Speed Automatic","4MATIC","SUV","4","Black","Black","All-wheel Drive"
"2024 Jeep Grand Cherokee Laredo","","Jeep","Grand Cherokee","New","2024","47530","OHV","6","Gasoline","5","8-Speed Automatic","Laredo","SUV","4","Diamond Black","Global Black","Four-wheel Drive"
"2024 Mazda CX-90 PHEV Premium Plus","
      
        At Walser, youll get an exceptional car-buying experience. Our streamlined process means youll work with one dedicated customer specialist to help you find the perfect vehicle. Upfront Pricing on every vehicle ensures youll get a great deal without any surprises or gimmicks. Buy with confidence because youre backed by our Worry-Free Return & Exchange Policy.The benefits dont stop there. We want you to be happy long after youve left our lot, so we include a complimentary WalserCare warranty with most new vehicles.Not only will you get a fast, easy, personalized experience, we also have ways to help you save. Our experienced finance team shops and compares rates from multiple lenders to get you the best deal. Whether youre leasing or financing, our special finance tools can find a great rate and payment to fit your budget.The best car-buying experience starts right here at Walser.
      
    ","Mazda","CX-90 PHEV","New","2024","58399","DOHC 16V LEV3-SULEV30","4","PHEV Hybrid Fuel","4","Automatic","Premium Plus","SUV","4","Rhodium White Premium","Black","All-wheel Drive"
"2024 Jeep Wagoneer Series II","$4,632 off MSRP! River Rock 2024 Jeep Wagoneer Series II 4WD 8-Speed Automatic 3.0L I6 Price includes: $1000 - 2024 JEEP Conquest Bonus Cash 38CR7. Exp. 06/03/2024","Jeep","Wagoneer","New","2024","75888","24V GDI DOHC Twin Turbo","6","Gasoline",,"8-Speed Automatic","Series II","SUV","4","Riverrock Green","Black","Four-wheel Drive"
"2024 Chevrolet Silverado 1500 LT","
      
        IN STOCK! CALL TO CONFRIM AVAILABILITY TODAY!DRIVE WORRY FREE Never worry when you buy from us! Our Worry Free Guarantee includes: 1. Price Promise; 2. Money Back Guarantee; 3. Trade-In Guarantee; 4. Irwin Rewards saving you hundreds! BUY FROM AN AWARD WINNING DEALERSHIP With thousands of online reviews and the best rated online dealer in New Hampshire we have won countless President's Awards, Carfax Dealer of the Year, Edmunds Dealer of the Year and Dealerrater Dealer of the Year. Check them out-even our bad ones! FINANCING OPTIONS Good or bad credit? We work with dozens of banks with excellent relationships and all types of credit challenges with our goal of 100% credit approval! DON'T SEE WHAT YOU'RE LOOKING FOR? Our Vehicle Locator Service can often find the vehicle you're looking for from our nationwide network! LOCATION We are just a short 15 minute drive from Franklin, 25 minutes from Concord, and 50 minutes from Manchester NH! Minutes off I-93. Call us at 603 524 0770 or e-mail to confirm availability and get any questions you have answered quickly. Our hours are Monday-Friday 8:30am-7pm, and Saturday 8:30am-5pm. Since 1951 we have been New Hampshire's Premier Auto Group. 3 generations, family owned, operated and community minded. See dealer for details. $672 title and documentation fee, $27.00 Title Fee, in addition to selling price. Some exclusions. Not valid on prior orders and some models excluded. Disclaimers for Everyone: Administration and title fee will be added to the final sales price of all new and used vehicles.$1750 - GM Bonus Cash. Exp. 06/03/2024 $3000 - Chevrolet Consumer Cash Program. Exp. 06/03/2024
      
    Irwin Promise...Our Promise, Your Peace of Mind! Home of Irwin's Price Promise
Love It or Leave It Money-Back Guarantee. Vehicle Exchange Promise on used vehicles. Goal of 100% Credit Approval. Relax...no ""Sharks"" here...we have Product Specialists. Service & Parts Low Price Guarantee. We'll buy your car even if you don't buy ours. Irwin Rewards..","Chevrolet","Silverado 1500","New","2024","49632","16V GDI OHV","8","Gasoline","2","Automatic","LT","Pickup Truck","4","Radiant Red","Jet Black","Four-wheel Drive"
"2024 Mazda CX-90 PHEV Premium","
      
        Luther Brookdale Mazda is pumped up to offer this superb-looking 2024 Mazda CX-90 PHEV Premium in Artisan Red Premium Beautifully equipped with 12 Speakers, 3rd row seats: bench, 4-Wheel Disc Brakes, 4.444 Axle Ratio, ABS brakes, Air Conditioning, Alloy wheels, AM/FM radio: SiriusXM, Artisan Red Premium Paint Charge, Auto High-beam Headlights, Auto-dimming Rear-View mirror, Automatic temperature control, Brake assist, Bumpers: body-color, Compass, Cruise Control, Delay-off headlights, Destination Set, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, E911 Automatic Emergency Notification, Electronic Stability Control, Emergency communication system: MAZDA CONNECT, Exterior Parking Camera Rear, Four wheel independent suspension, Front anti-roll bar, Front Bucket Seats, Front Center Armrest w/Storage, Front dual zone A/C, Front reading lights, Fully automatic headlights, Garage door transmitter: HomeLink, Heads-Up Display, Heated door mirrors, Heated Front Bucket Seats, Heated front seats, Illuminated entry, Infotainment System Voice Command, Knee airbag, Leather Seat Trim, Leather Shift Knob, Leather steering wheel, Low tire pressure warning, Mazda Connected Services, Mazda Navigation System, Memory seat, Navigation system: MAZDA CONNECT, Occupant sensing airbag, Outside temperature display, Overhead airbag, Overhead console, Pandora Internet Radio Integration, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power driver seat, Power Liftgate, Power moonroof, Power passenger seat, Power steering, Power windows, Radio Broadcast Data System Program Information, Radio data system, Radio: AM/FM w/HD/Bose 12-Speaker Audio System, Rain sensing wipers, Rear air conditioning, Rear anti-roll bar, Rear reading lights, Rear window defroster, Rear window wiper, Remote keyless entry, Roof rack: rails only, SMS Text Msg Audio Delivery & Reply, Speed-sensing steering, Split folding rear seat, Spoiler, Steering wheel mounted audio controls, Tachometer, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, Turn signal indicator mirrors, Variably intermittent wipers, and Wheels: 21 x 9.5J Aluminum Alloy!2024 Mazda CX-90 PHEV PremiumLUTHER MAZDA CARE = 4 OIL CHANGES UP TO 2 YEARS The Luther Advantage is a comprehensive package of benefits designed to make purchasing and owning a vehicle from a Luther dealership a pleasant and convenient experience. It includes:Gasoline discounts, Car wash discounts, Specials on collision and repairs, Specials on glass repair, Email reminders and notifications.
      
    The Luther Advantage provides an assortment of valuable savings, advantages and guarantees. Prices Clearly Marked, Top Trade-in Values, Free Carfax and Clean Title Guarantee on every Used Vehicle, Comprehensive Inspections and Extended Warranty on Used Vehicles. Ask your sales consultant today if your vehicle qualifies for the Luther Advantage!","Mazda","CX-90 PHEV","New","2024","55439","16V GDI DOHC Hybrid","4","Hybrid","0","8-Speed Automatic","Premium","SUV","4","Artisan Red Metallic","Black","All-wheel Drive"
"2024 Volkswagen Taos 1.5T SE","Deep Black Pearl Price includes: $1500 - May-June 2024 Retail Customer Bonus. Exp. 07/01/2024Don Thornton VW of Tulsa provides a professional, informative and convenient online shopping experience- Assisting our clients to make an informed buying decision by partnering with them to find the right vehicle that will meet their needs and lifestyle for years to come. Our sales consultants exhibit the most ethical and moral business practices in automotive industry.  Experience the difference.","Volkswagen","Taos","New","2024","30618","16V GDI DOHC Turbo","4","Gasoline","11","7-Speed DSGA? Automatic w/ 4MO","1.5T SE","SUV","4","Deep Black Pearl Effect","Gray","All-wheel Drive"
"2023 Dodge Charger SXT","
      
        Heated Seats, Sunroof, Onboard Communications System, iPod/MP3 Input, Satellite Radio, Premium Sound System, POWER SUNROOF, ENGINE: 3.6L V6 24V VVT, TRANSMISSION: 8-SPEED AUTOMATIC (8HP5... BLACKTOP PACKAGE, COLD WEATHER PACKAGE, Back-Up Camera. Pitch Black Clearcoat exterior and Black interior. EPA 30 MPG Hwy/19 MPG City! Warranty 5 yrs/60k Miles - Drivetrain Warranty; OPTION PACKAGESBLACKTOP PACKAGE Firestone Brand Tires, Sport Suspension, Gloss Black Fascia Applique, Gloss Black I/P Cluster Trim Rings, Black 1-Piece Performance Spoiler, Satin Black Charger Decklid Badge, Satin Black Dodge Tail Lamp Badge, Tires: 245/45R20 BSW AS Performance, Wheels: 20 x 8 Black Noise Painted, Dodge Grille Badge, POWER SUNROOF, COLD WEATHER PACKAGE Heated Steering Wheel, Exterior Mirrors w/Heating Element, Power Heated Mirrors w/Man F/Away, Heated Front Seats, TRANSMISSION: 8-SPEED AUTOMATIC (8HP50) (STD), ENGINE: 3.6L V6 24V VVT (STD). KEY FEATURES INCLUDEPremium Sound System, Back-Up Camera, Satellite Radio, iPod/MP3 Input, Onboard Communications System. Dodge SXT with Pitch Black Clearcoat exterior and Black interior features a V6 Cylinder Engine with 292 HP at 6350 RPM. WHO WE AREAt Allen Samuels of Jackson, were right on the bypass, right on the price! We may be new in Jackson, but weve been making friends in the car business for over 50 years. With our extensive inventory, multiple finance options and professional sales staff, were sure to get you in the right vehicle without all the hassle. Come by, lets be friends. Horsepower calculations based on trim engine configuration. Fuel economy calculations based on original manufacturer data for trim engine configuration. Please confirm the accuracy of the included equipment by calling us prior to purchase. 
      
    Please contact us for more information regarding local delivery.","Dodge","Charger","New","2023","35821","24V MPFI DOHC","6","Gasoline","20","8-Speed Automatic","SXT","Sedan","4","Black","Black","Rear-wheel Drive"
